Order_ID,SKU,Category,Warehouse_Zone,Units,Storage_Area_SqFt,Picking_Time_Min,Packing_Time_Min,Labour_Cost_Per_Hour,Transportation_Cost,Order_Revenue,Total_Handling_Time_Min,Labour_Cost,Variable_Cost,Warehouse_Rent_Allocated,Utilities_Allocated,Total_Order_Cost,Contribution,Cost_Per_Unit,Contribution_Margin_%
ORD10337,SKU164,Personal Care,C,8,22.6,9.21,6.66,160,197.28,2077.07,15.870000000000001,42.32,239.6,25.0,5.0,269.6,1807.47,33.7,87.02
ORD10338,SKU107,Home & Kitchen,E,11,9.41,10.63,2.78,140,180.68,973.96,13.41,31.29,211.97,25.0,5.0,241.97,731.99,22.0,75.16
ORD10339,SKU115,Apparel,B,12,4.88,2.02,2.72,180,239.94,386.41,4.74,14.22,254.16,25.0,5.0,284.16,102.25,23.68,26.46
ORD10340,SKU113,Electronics,A,1,12.91,9.18,3.82,160,209.07,2481.11,13.0,34.67,243.74,25.0,5.0,273.74,2207.37,273.74,88.97
ORD10341,SKU175,Apparel,D,9,4.62,10.3,7.26,140,249.85,4732.39,17.560000000000002,40.97,290.82,25.0,5.0,320.82,4411.57,35.65,93.22
ORD10342,SKU114,Personal Care,D,6,13.18,2.41,1.0,120,240.59,1821.95,3.41,6.82,247.41,25.0,5.0,277.41,1544.54,46.24,84.77
ORD10343,SKU165,Electronics,C,4,23.17,10.72,7.31,120,67.44,3407.36,18.03,36.06,103.5,25.0,5.0,133.5,3273.86,33.38,96.08
ORD10344,SKU131,Home & Kitchen,D,12,13.98,4.57,2.08,180,285.91,3365.51,6.65,19.95,305.86,25.0,5.0,335.86,3029.65,27.99,90.02
ORD10345,SKU162,Electronics,E,9,16.18,8.65,7.93,140,69.43,1480.08,16.58,38.69,108.12,25.0,5.0,138.12,1341.96,15.35,90.67
ORD10346,SKU150,FMCG,E,11,5.6,10.0,7.68,180,253.53,3357.0,17.68,53.04,306.57,25.0,5.0,336.57,3020.43,30.6,89.97
ORD10347,SKU124,Electronics,C,5,3.01,8.63,4.46,160,163.17,1297.97,13.09,34.91,198.08,25.0,5.0,228.08,1069.89,45.62,82.43
ORD10348,SKU157,FMCG,E,5,4.55,2.92,4.59,120,194.43,873.43,7.51,15.02,209.45,25.0,5.0,239.45,633.98,47.89,72.59
ORD10349,SKU162,Electronics,B,12,15.77,7.96,4.37,160,319.06,3596.5,12.33,32.88,351.94,25.0,5.0,381.94,3214.56,31.83,89.38
ORD10350,SKU161,FMCG,C,5,4.19,7.5,5.45,140,314.76,833.17,12.95,30.22,344.98,25.0,5.0,374.98,458.19,75.0,54.99
ORD10351,SKU121,Personal Care,B,1,10.65,11.0,1.64,180,291.71,4985.47,12.64,37.92,329.63,25.0,5.0,359.63,4625.84,359.63,92.79
ORD10352,SKU157,Apparel,A,1,14.65,6.04,1.23,180,193.25,1162.23,7.27,21.81,215.06,25.0,5.0,245.06,917.17,245.06,78.91
ORD10353,SKU157,Home & Kitchen,B,8,10.94,5.21,1.4,180,265.6,3092.47,6.609999999999999,19.83,285.43,25.0,5.0,315.43,2777.04,39.43,89.8
ORD10354,SKU148,Electronics,A,12,5.76,9.5,4.11,160,194.13,2233.46,13.61,36.29,230.42,25.0,5.0,260.42,1973.04,21.7,88.34
ORD10355,SKU151,Apparel,A,8,8.3,6.13,2.93,120,308.27,894.02,9.06,18.12,326.39,25.0,5.0,356.39,537.63,44.55,60.14
ORD10356,SKU141,Home & Kitchen,B,12,23.35,8.46,5.35,160,158.89,430.87,13.81,36.83,195.72,25.0,5.0,225.72,205.15,18.81,47.61
ORD10357,SKU169,Home & Kitchen,C,6,17.55,8.46,7.95,160,340.48,3226.84,16.41,43.76,384.24,25.0,5.0,414.24,2812.6,69.04,87.16
ORD10358,SKU114,FMCG,E,12,13.41,10.88,3.7,140,328.34,4091.76,14.580000000000002,34.02,362.36,25.0,5.0,392.36,3699.4,32.7,90.41
ORD10359,SKU153,Personal Care,E,11,2.29,7.99,5.02,140,267.31,4257.47,13.01,30.36,297.67,25.0,5.0,327.67,3929.8,29.79,92.3
ORD10360,SKU159,Personal Care,A,13,24.83,7.02,3.91,140,119.41,2568.75,10.93,25.5,144.91,25.0,5.0,174.91,2393.84,13.45,93.19
ORD10361,SKU107,Apparel,A,4,17.44,3.39,6.93,120,72.13,3954.04,10.32,20.64,92.77,25.0,5.0,122.77,3831.27,30.69,96.9
ORD10362,SKU152,Personal Care,C,2,9.29,3.16,7.32,120,303.51,3462.38,10.48,20.96,324.47,25.0,5.0,354.47,3107.91,177.24,89.76
ORD10363,SKU159,Electronics,D,14,22.22,3.54,7.14,140,82.9,3704.0,10.68,24.92,107.82,25.0,5.0,137.82,3566.18,9.84,96.28
ORD10364,SKU104,Personal Care,B,2,7.94,3.72,7.82,140,303.36,2615.22,11.540000000000001,26.93,330.29,25.0,5.0,360.29,2254.93,180.14,86.22
ORD10365,SKU167,Apparel,A,9,14.51,8.38,1.19,120,187.04,3277.04,9.57,19.14,206.18,25.0,5.0,236.18,3040.86,26.24,92.79
ORD10366,SKU105,Personal Care,E,5,16.63,9.41,6.88,180,160.1,4085.97,16.29,48.87,208.97,25.0,5.0,238.97,3847.0,47.79,94.15
ORD10367,SKU146,Electronics,C,4,7.08,7.3,6.26,120,319.02,2170.06,13.559999999999999,27.12,346.14,25.0,5.0,376.14,1793.92,94.04,82.67
ORD10368,SKU154,FMCG,B,10,24.5,10.29,2.6,120,223.23,4088.1,12.889999999999999,25.78,249.01,25.0,5.0,279.01,3809.09,27.9,93.18
ORD10369,SKU139,Apparel,C,13,19.21,11.91,7.69,120,214.52,3082.48,19.6,39.2,253.72,25.0,5.0,283.72,2798.76,21.82,90.8
ORD10370,SKU151,FMCG,B,1,14.83,10.2,2.04,140,208.81,1079.73,12.239999999999998,28.56,237.37,25.0,5.0,267.37,812.36,267.37,75.24
ORD10371,SKU115,FMCG,B,7,6.15,8.95,5.76,180,148.77,416.02,14.709999999999999,44.13,192.9,25.0,5.0,222.9,193.12,31.84,46.42
ORD10372,SKU112,FMCG,A,3,3.24,7.32,2.57,120,281.41,2004.94,9.89,19.78,301.19,25.0,5.0,331.19,1673.75,110.4,83.48
ORD10373,SKU129,Home & Kitchen,C,6,9.36,6.49,4.02,140,110.9,2869.47,10.51,24.52,135.42,25.0,5.0,165.42,2704.05,27.57,94.24
ORD10374,SKU118,Home & Kitchen,C,5,19.32,2.84,6.03,160,330.45,4247.16,8.870000000000001,23.65,354.1,25.0,5.0,384.1,3863.06,76.82,90.96
ORD10375,SKU116,FMCG,E,5,8.19,5.99,4.94,160,316.08,899.18,10.93,29.15,345.23,25.0,5.0,375.23,523.95,75.05,58.27
ORD10376,SKU162,Apparel,E,11,14.41,11.1,3.99,120,137.99,4060.97,15.09,30.18,168.17,25.0,5.0,198.17,3862.8,18.02,95.12
ORD10377,SKU118,Electronics,A,5,18.74,10.08,3.28,160,263.43,4356.14,13.36,35.63,299.06,25.0,5.0,329.06,4027.08,65.81,92.45
ORD10378,SKU157,Electronics,A,1,4.48,4.16,6.88,180,213.43,1008.23,11.04,33.12,246.55,25.0,5.0,276.55,731.68,276.55,72.57
ORD10379,SKU154,Personal Care,D,1,17.76,6.67,2.01,160,138.05,4302.49,8.68,23.15,161.2,25.0,5.0,191.2,4111.29,191.2,95.56
ORD10380,SKU161,Apparel,E,3,4.11,10.17,4.01,160,346.33,4959.83,14.18,37.81,384.14,25.0,5.0,414.14,4545.69,138.05,91.65
ORD10381,SKU122,Home & Kitchen,B,14,24.2,2.67,7.33,180,38.08,3716.14,10.0,30.0,68.08,25.0,5.0,98.08,3618.06,7.01,97.36
ORD10382,SKU108,FMCG,C,12,13.23,5.87,6.92,120,110.85,3988.42,12.79,25.58,136.43,25.0,5.0,166.43,3821.99,13.87,95.83
ORD10383,SKU111,Personal Care,A,10,5.47,10.52,3.81,120,196.42,4973.75,14.33,28.66,225.08,25.0,5.0,255.08,4718.67,25.51,94.87
ORD10384,SKU100,Electronics,C,4,9.87,6.04,6.34,180,197.02,3145.76,12.379999999999999,37.14,234.16,25.0,5.0,264.16,2881.6,66.04,91.6
ORD10385,SKU157,Home & Kitchen,C,5,11.51,2.78,6.76,180,218.46,1747.07,9.54,28.62,247.08,25.0,5.0,277.08,1469.99,55.42,84.14
ORD10386,SKU100,Home & Kitchen,D,2,19.44,7.43,7.22,180,270.54,4236.39,14.649999999999999,43.95,314.49,25.0,5.0,344.49,3891.9,172.24,91.87
ORD10387,SKU133,FMCG,E,8,19.1,10.62,4.81,160,229.51,3188.08,15.43,41.15,270.66,25.0,5.0,300.66,2887.42,37.58,90.57
ORD10388,SKU147,Electronics,A,11,16.07,7.9,2.43,180,222.09,3031.62,10.33,30.99,253.08,25.0,5.0,283.08,2748.54,25.73,90.66
ORD10389,SKU100,Apparel,C,11,4.44,4.26,2.79,140,47.12,1492.09,7.05,16.45,63.57,25.0,5.0,93.57,1398.52,8.51,93.73
ORD10390,SKU115,Home & Kitchen,A,14,5.49,5.84,3.07,160,150.49,3854.77,8.91,23.76,174.25,25.0,5.0,204.25,3650.52,14.59,94.7
ORD10391,SKU160,FMCG,B,2,4.16,6.5,5.16,120,104.26,683.84,11.66,23.32,127.58,25.0,5.0,157.58,526.26,78.79,76.96
ORD10392,SKU163,Apparel,D,9,15.27,7.79,1.23,120,114.92,4644.15,9.02,18.04,132.96,25.0,5.0,162.96,4481.19,18.11,96.49
ORD10393,SKU162,Electronics,B,2,22.17,9.59,5.45,120,207.39,1831.37,15.04,30.08,237.47,25.0,5.0,267.47,1563.9,133.74,85.4
ORD10394,SKU168,Home & Kitchen,A,13,11.98,2.99,3.55,160,93.84,900.54,6.54,17.44,111.28,25.0,5.0,141.28,759.26,10.87,84.31
ORD10395,SKU121,Apparel,A,9,5.7,10.9,3.07,140,124.06,2379.12,13.97,32.6,156.66,25.0,5.0,186.66,2192.46,20.74,92.15
ORD10396,SKU166,Apparel,E,7,14.83,2.12,7.16,180,105.87,499.61,9.280000000000001,27.84,133.71,25.0,5.0,163.71,335.9,23.39,67.23
ORD10397,SKU175,Apparel,C,8,20.67,5.7,4.22,180,333.52,3517.74,9.92,29.76,363.28,25.0,5.0,393.28,3124.46,49.16,88.82
ORD10398,SKU125,Home & Kitchen,C,11,19.06,2.27,1.67,120,332.29,4542.72,3.94,7.88,340.17,25.0,5.0,370.17,4172.55,33.65,91.85
ORD10399,SKU115,Home & Kitchen,B,2,22.27,5.93,6.79,120,225.18,4235.14,12.719999999999999,25.44,250.62,25.0,5.0,280.62,3954.52,140.31,93.37
ORD10400,SKU150,Personal Care,D,7,8.39,7.26,1.33,160,325.85,898.64,8.59,22.91,348.76,25.0,5.0,378.76,519.88,54.11,57.85
ORD10401,SKU156,Electronics,C,12,6.46,7.12,6.09,140,281.46,893.47,13.21,30.82,312.28,25.0,5.0,342.28,551.19,28.52,61.69
ORD10402,SKU128,FMCG,E,6,22.24,3.66,6.42,180,218.78,4123.14,10.08,30.24,249.02,25.0,5.0,279.02,3844.12,46.5,93.23
ORD10403,SKU177,Apparel,B,4,17.12,8.46,3.47,160,32.06,4644.0,11.930000000000001,31.81,63.87,25.0,5.0,93.87,4550.13,23.47,97.98
ORD10404,SKU168,Personal Care,B,7,9.15,2.45,6.77,180,277.21,2465.15,9.219999999999999,27.66,304.87,25.0,5.0,334.87,2130.28,47.84,86.42
ORD10405,SKU146,FMCG,E,14,19.07,9.62,4.61,120,254.8,2645.16,14.23,28.46,283.26,25.0,5.0,313.26,2331.9,22.38,88.16
ORD10406,SKU161,Personal Care,D,13,20.75,11.47,4.24,180,226.88,1795.83,15.71,47.13,274.01,25.0,5.0,304.01,1491.82,23.39,83.07
ORD10407,SKU168,Home & Kitchen,E,4,16.14,5.4,1.32,140,273.34,4503.05,6.720000000000001,15.68,289.02,25.0,5.0,319.02,4184.03,79.76,92.92
ORD10408,SKU175,Apparel,D,2,17.82,7.17,3.03,140,194.14,3331.04,10.2,23.8,217.94,25.0,5.0,247.94,3083.1,123.97,92.56
ORD10409,SKU115,FMCG,E,10,10.63,5.79,7.52,120,255.31,1654.78,13.309999999999999,26.62,281.93,25.0,5.0,311.93,1342.85,31.19,81.15
ORD10410,SKU147,FMCG,E,12,14.39,2.07,3.74,140,329.26,1704.28,5.8100000000000005,13.56,342.82,25.0,5.0,372.82,1331.46,31.07,78.12
ORD10411,SKU138,FMCG,A,7,14.06,5.86,4.83,140,150.26,4488.64,10.690000000000001,24.94,175.2,25.0,5.0,205.2,4283.44,29.31,95.43
ORD10412,SKU132,FMCG,B,8,21.51,9.92,4.72,160,256.6,364.08,14.64,39.04,295.64,25.0,5.0,325.64,38.44,40.7,10.56
ORD10413,SKU122,FMCG,E,2,21.32,7.96,5.13,180,182.22,1816.81,13.09,39.27,221.49,25.0,5.0,251.49,1565.32,125.74,86.16
ORD10414,SKU109,Personal Care,E,5,21.15,3.01,1.43,120,245.81,2905.48,4.4399999999999995,8.88,254.69,25.0,5.0,284.69,2620.79,56.94,90.2
ORD10415,SKU168,Apparel,C,1,2.25,10.47,3.54,120,274.13,996.62,14.010000000000002,28.02,302.15,25.0,5.0,332.15,664.47,332.15,66.67
ORD10416,SKU133,Home & Kitchen,B,7,19.24,7.31,6.06,120,44.54,732.86,13.37,26.74,71.28,25.0,5.0,101.28,631.58,14.47,86.18
ORD10417,SKU151,Home & Kitchen,C,8,19.45,10.42,2.4,120,236.91,4131.8,12.82,25.64,262.55,25.0,5.0,292.55,3839.25,36.57,92.92
ORD10418,SKU109,Home & Kitchen,B,13,17.6,7.8,2.43,120,102.56,4503.7,10.23,20.46,123.02,25.0,5.0,153.02,4350.68,11.77,96.6
ORD10419,SKU118,Home & Kitchen,C,6,19.39,7.6,1.07,140,244.41,4170.95,8.67,20.23,264.64,25.0,5.0,294.64,3876.31,49.11,92.94
ORD10420,SKU157,Personal Care,E,5,21.37,3.05,4.06,160,179.87,4524.3,7.109999999999999,18.96,198.83,25.0,5.0,228.83,4295.47,45.77,94.94
ORD10421,SKU100,Electronics,E,6,12.82,3.67,7.18,120,277.54,2899.63,10.85,21.7,299.24,25.0,5.0,329.24,2570.39,54.87,88.65
ORD10422,SKU168,Apparel,A,2,13.55,11.72,1.36,160,69.49,4117.61,13.08,34.88,104.37,25.0,5.0,134.37,3983.24,67.18,96.74
ORD10423,SKU103,FMCG,C,1,4.87,4.28,2.34,160,230.42,2105.0,6.62,17.65,248.07,25.0,5.0,278.07,1826.93,278.07,86.79
ORD10424,SKU115,Electronics,D,7,10.86,11.77,3.17,140,119.11,3431.46,14.94,34.86,153.97,25.0,5.0,183.97,3247.49,26.28,94.64
ORD10425,SKU123,Home & Kitchen,A,7,16.8,7.32,6.12,120,302.95,4947.53,13.440000000000001,26.88,329.83,25.0,5.0,359.83,4587.7,51.4,92.73
ORD10426,SKU179,Electronics,C,10,19.95,3.36,5.48,140,327.08,1360.92,8.84,20.63,347.71,25.0,5.0,377.71,983.21,37.77,72.25
ORD10427,SKU101,Apparel,C,11,7.0,2.99,3.91,120,348.85,2132.53,6.9,13.8,362.65,25.0,5.0,392.65,1739.88,35.7,81.59
ORD10428,SKU131,FMCG,A,10,5.17,4.09,6.31,140,284.72,2556.22,10.399999999999999,24.27,308.99,25.0,5.0,338.99,2217.23,33.9,86.74
ORD10429,SKU123,FMCG,E,14,17.25,11.26,5.27,160,271.19,948.67,16.53,44.08,315.27,25.0,5.0,345.27,603.4,24.66,63.6
ORD10430,SKU111,Apparel,C,2,2.04,6.14,7.27,120,98.96,680.88,13.41,26.82,125.78,25.0,5.0,155.78,525.1,77.89,77.12
ORD10431,SKU149,Apparel,E,2,6.1,5.95,6.73,180,137.52,4199.7,12.68,38.04,175.56,25.0,5.0,205.56,3994.14,102.78,95.11
ORD10432,SKU134,Home & Kitchen,A,1,2.67,5.13,2.77,160,179.02,4890.93,7.9,21.07,200.09,25.0,5.0,230.09,4660.84,230.09,95.3
ORD10433,SKU132,FMCG,E,10,5.84,3.47,2.9,180,277.48,2202.21,6.37,19.11,296.59,25.0,5.0,326.59,1875.62,32.66,85.17
ORD10434,SKU132,Electronics,B,8,6.17,6.88,1.88,160,322.79,711.95,8.76,23.36,346.15,25.0,5.0,376.15,335.8,47.02,47.17
ORD10435,SKU160,Personal Care,D,8,10.92,3.3,3.36,140,90.52,609.32,6.66,15.54,106.06,25.0,5.0,136.06,473.26,17.01,77.67
ORD10436,SKU150,Personal Care,C,1,11.25,10.35,8.0,120,325.16,4489.2,18.35,36.7,361.86,25.0,5.0,391.86,4097.34,391.86,91.27
ORD10437,SKU142,Apparel,D,12,22.11,5.7,3.84,160,252.6,2479.93,9.54,25.44,278.04,25.0,5.0,308.04,2171.89,25.67,87.58
ORD10438,SKU111,Home & Kitchen,E,11,13.73,5.75,2.54,140,225.45,1804.13,8.29,19.34,244.79,25.0,5.0,274.79,1529.34,24.98,84.77
ORD10439,SKU166,Personal Care,C,8,18.64,6.74,6.34,120,93.95,2539.37,13.08,26.16,120.11,25.0,5.0,150.11,2389.26,18.76,94.09
ORD10440,SKU164,FMCG,E,9,4.4,6.44,4.8,120,47.77,1796.03,11.24,22.48,70.25,25.0,5.0,100.25,1695.78,11.14,94.42
ORD10441,SKU132,Apparel,B,14,7.19,11.95,2.05,160,211.91,2598.47,14.0,37.33,249.24,25.0,5.0,279.24,2319.23,19.95,89.25
ORD10442,SKU139,Electronics,A,4,18.17,7.45,3.66,120,238.49,4339.92,11.11,22.22,260.71,25.0,5.0,290.71,4049.21,72.68,93.3
ORD10443,SKU173,Apparel,C,1,3.21,2.88,3.9,160,97.45,3083.82,6.779999999999999,18.08,115.53,25.0,5.0,145.53,2938.29,145.53,95.28
ORD10444,SKU142,Electronics,B,1,13.19,8.07,6.28,120,208.07,3564.87,14.350000000000001,28.7,236.77,25.0,5.0,266.77,3298.1,266.77,92.52
ORD10445,SKU143,Apparel,B,3,15.79,3.52,1.14,180,304.08,2013.95,4.66,13.98,318.06,25.0,5.0,348.06,1665.89,116.02,82.72
ORD10446,SKU128,Apparel,C,14,15.85,2.31,2.88,140,297.22,3770.98,5.1899999999999995,12.11,309.33,25.0,5.0,339.33,3431.65,24.24,91.0
ORD10447,SKU112,Apparel,E,5,2.53,11.71,4.62,180,326.75,3433.1,16.330000000000002,48.99,375.74,25.0,5.0,405.74,3027.36,81.15,88.18
ORD10448,SKU111,Electronics,B,5,9.41,9.74,2.88,160,147.08,861.94,12.620000000000001,33.65,180.73,25.0,5.0,210.73,651.21,42.15,75.55
ORD10449,SKU145,Electronics,D,9,16.64,11.8,5.4,180,131.78,2991.42,17.200000000000003,51.6,183.38,25.0,5.0,213.38,2778.04,23.71,92.87
ORD10450,SKU101,Apparel,B,10,5.43,6.78,4.37,160,269.82,1506.69,11.15,29.73,299.55,25.0,5.0,329.55,1177.14,32.96,78.13
ORD10451,SKU134,Personal Care,E,14,17.99,7.32,3.53,120,167.96,4079.25,10.85,21.7,189.66,25.0,5.0,219.66,3859.59,15.69,94.62
ORD10452,SKU107,Home & Kitchen,E,12,19.16,3.68,7.64,120,58.02,2301.91,11.32,22.64,80.66,25.0,5.0,110.66,2191.25,9.22,95.19
ORD10453,SKU125,Home & Kitchen,D,2,24.59,4.47,5.43,160,120.5,4975.02,9.899999999999999,26.4,146.9,25.0,5.0,176.9,4798.12,88.45,96.44
ORD10454,SKU173,Home & Kitchen,B,2,6.83,10.39,1.91,180,163.95,734.75,12.3,36.9,200.85,25.0,5.0,230.85,503.9,115.42,68.58
ORD10455,SKU133,Electronics,E,6,20.98,5.56,4.92,120,123.61,3967.63,10.48,20.96,144.57,25.0,5.0,174.57,3793.06,29.1,95.6
ORD10456,SKU106,Electronics,C,9,13.97,10.27,6.47,140,136.31,3466.4,16.74,39.06,175.37,25.0,5.0,205.37,3261.03,22.82,94.08
ORD10457,SKU167,Personal Care,A,1,10.59,9.09,5.96,120,124.01,3907.24,15.05,30.1,154.11,25.0,5.0,184.11,3723.13,184.11,95.29
ORD10458,SKU157,Home & Kitchen,A,9,4.81,3.77,2.2,140,43.28,1745.39,5.970000000000001,13.93,57.21,25.0,5.0,87.21,1658.18,9.69,95.0
ORD10459,SKU174,Home & Kitchen,A,9,18.92,7.07,7.81,180,233.87,2612.66,14.879999999999999,44.64,278.51,25.0,5.0,308.51,2304.15,34.28,88.19
ORD10460,SKU128,Apparel,B,13,7.42,8.77,4.14,140,221.13,4043.59,12.91,30.12,251.25,25.0,5.0,281.25,3762.34,21.63,93.04
ORD10461,SKU135,Electronics,D,9,10.54,4.35,2.11,140,239.08,1392.94,6.459999999999999,15.07,254.15,25.0,5.0,284.15,1108.79,31.57,79.6
ORD10462,SKU120,Home & Kitchen,E,5,3.44,10.31,2.26,140,91.54,1362.36,12.57,29.33,120.87,25.0,5.0,150.87,1211.49,30.17,88.93
ORD10463,SKU135,Personal Care,C,13,20.43,7.45,1.69,140,124.61,2889.94,9.14,21.33,145.94,25.0,5.0,175.94,2714.0,13.53,93.91
ORD10464,SKU109,Personal Care,C,9,19.63,3.65,6.62,120,228.28,2760.75,10.27,20.54,248.82,25.0,5.0,278.82,2481.93,30.98,89.9
ORD10465,SKU172,Home & Kitchen,B,11,18.87,7.83,1.85,140,221.88,1626.63,9.68,22.59,244.47,25.0,5.0,274.47,1352.16,24.95,83.13
ORD10466,SKU123,Electronics,A,4,8.89,12.0,1.88,120,192.03,1700.96,13.879999999999999,27.76,219.79,25.0,5.0,249.79,1451.17,62.45,85.31
ORD10467,SKU163,Personal Care,B,2,5.99,3.51,6.95,140,142.13,1605.87,10.46,24.41,166.54,25.0,5.0,196.54,1409.33,98.27,87.76
ORD10468,SKU148,Apparel,D,13,16.66,10.17,3.41,160,322.14,3926.11,13.58,36.21,358.35,25.0,5.0,388.35,3537.76,29.87,90.11
ORD10469,SKU135,Personal Care,D,6,13.41,4.07,1.22,180,138.73,3363.93,5.29,15.87,154.6,25.0,5.0,184.6,3179.33,30.77,94.51
ORD10470,SKU123,FMCG,E,14,6.1,9.82,1.36,140,175.8,4212.36,11.18,26.09,201.89,25.0,5.0,231.89,3980.47,16.56,94.5
ORD10471,SKU122,FMCG,E,4,17.78,9.35,2.0,160,247.0,4884.72,11.35,30.27,277.27,25.0,5.0,307.27,4577.45,76.82,93.71
ORD10472,SKU161,Electronics,D,6,24.8,5.0,2.49,140,203.77,2528.57,7.49,17.48,221.25,25.0,5.0,251.25,2277.32,41.88,90.06
ORD10473,SKU136,Home & Kitchen,D,3,19.19,5.26,5.66,140,141.0,613.46,10.92,25.48,166.48,25.0,5.0,196.48,416.98,65.49,67.97
ORD10474,SKU111,Electronics,D,6,19.02,9.93,2.1,140,169.41,526.03,12.03,28.07,197.48,25.0,5.0,227.48,298.55,37.91,56.76
ORD10475,SKU154,Electronics,B,2,23.86,6.61,1.83,160,284.23,1689.63,8.440000000000001,22.51,306.74,25.0,5.0,336.74,1352.89,168.37,80.07
ORD10476,SKU112,Electronics,D,2,6.67,9.31,6.35,180,119.0,4682.96,15.66,46.98,165.98,25.0,5.0,195.98,4486.98,97.99,95.82
ORD10477,SKU122,Electronics,C,13,15.01,3.48,5.7,160,75.52,2759.1,9.18,24.48,100.0,25.0,5.0,130.0,2629.1,10.0,95.29
ORD10478,SKU129,Apparel,A,9,24.53,10.53,4.05,180,130.21,1577.4,14.579999999999998,43.74,173.95,25.0,5.0,203.95,1373.45,22.66,87.07
ORD10479,SKU116,Apparel,D,7,5.8,9.11,4.85,140,301.85,2176.08,13.959999999999999,32.57,334.42,25.0,5.0,364.42,1811.66,52.06,83.25
ORD10480,SKU161,Personal Care,A,3,18.11,11.07,3.18,120,58.48,3113.4,14.25,28.5,86.98,25.0,5.0,116.98,2996.42,38.99,96.24
ORD10481,SKU112,FMCG,B,13,15.47,3.32,4.38,140,347.34,3368.86,7.699999999999999,17.97,365.31,25.0,5.0,395.31,2973.55,30.41,88.27
ORD10482,SKU158,Electronics,A,11,15.49,7.93,4.55,180,203.12,1023.42,12.48,37.44,240.56,25.0,5.0,270.56,752.86,24.6,73.56
ORD10483,SKU118,Personal Care,B,1,18.05,7.99,3.71,160,345.15,4892.05,11.7,31.2,376.35,25.0,5.0,406.35,4485.7,406.35,91.69
ORD10484,SKU148,FMCG,C,8,23.38,5.53,7.35,140,330.48,2860.43,12.879999999999999,30.05,360.53,25.0,5.0,390.53,2469.9,48.82,86.35
ORD10485,SKU111,Home & Kitchen,B,14,20.0,6.58,1.11,160,174.9,937.74,7.69,20.51,195.41,25.0,5.0,225.41,712.33,16.1,75.96
ORD10486,SKU160,Apparel,B,6,3.29,2.38,6.48,160,93.52,4500.09,8.86,23.63,117.15,25.0,5.0,147.15,4352.94,24.52,96.73
ORD10487,SKU118,FMCG,E,7,21.61,9.46,1.87,160,82.76,650.8,11.330000000000002,30.21,112.97,25.0,5.0,142.97,507.83,20.42,78.03
ORD10488,SKU175,Home & Kitchen,D,9,7.19,7.49,6.58,140,106.8,4566.36,14.07,32.83,139.63,25.0,5.0,169.63,4396.73,18.85,96.29
ORD10489,SKU108,FMCG,D,5,10.67,2.58,5.31,160,257.24,4983.86,7.89,21.04,278.28,25.0,5.0,308.28,4675.58,61.66,93.81
ORD10490,SKU170,Apparel,C,1,12.62,8.81,6.9,160,117.34,3592.03,15.71,41.89,159.23,25.0,5.0,189.23,3402.8,189.23,94.73
ORD10491,SKU127,Apparel,C,12,13.06,6.67,1.68,140,139.26,3921.1,8.35,19.48,158.74,25.0,5.0,188.74,3732.36,15.73,95.19
ORD10492,SKU177,Personal Care,D,10,12.01,2.34,4.91,160,173.61,1885.32,7.25,19.33,192.94,25.0,5.0,222.94,1662.38,22.29,88.17
ORD10493,SKU151,Electronics,E,7,23.56,11.7,4.51,140,322.23,4725.41,16.21,37.82,360.05,25.0,5.0,390.05,4335.36,55.72,91.75
ORD10494,SKU115,FMCG,D,5,18.24,11.49,5.94,180,90.61,2789.66,17.43,52.29,142.9,25.0,5.0,172.9,2616.76,34.58,93.8
ORD10495,SKU168,FMCG,E,3,16.52,7.13,4.74,180,31.61,3742.23,11.870000000000001,35.61,67.22,25.0,5.0,97.22,3645.01,32.41,97.4
ORD10496,SKU111,Home & Kitchen,C,12,3.15,2.94,4.79,180,49.23,4643.31,7.73,23.19,72.42,25.0,5.0,102.42,4540.89,8.54,97.79
ORD10497,SKU124,Apparel,A,13,22.79,9.55,4.01,160,319.53,4883.35,13.56,36.16,355.69,25.0,5.0,385.69,4497.66,29.67,92.1
ORD10498,SKU151,FMCG,C,9,22.92,6.92,3.16,120,237.21,4216.06,10.08,20.16,257.37,25.0,5.0,287.37,3928.69,31.93,93.18
ORD10499,SKU152,Apparel,C,1,19.94,5.02,4.38,120,117.37,1724.18,9.399999999999999,18.8,136.17,25.0,5.0,166.17,1558.01,166.17,90.36
ORD10500,SKU122,FMCG,B,1,2.16,6.91,1.83,160,86.7,4842.77,8.74,23.31,110.01,25.0,5.0,140.01,4702.76,140.01,97.11
